,fips,year,counts_x,race,counts_y,percentage,variable,value,representation
3597,42101006600,2016,2458,White - Non-Latino,78,3.173311635475997,White - Non-Latino,4.74666667,0.6685347541954104
50889,42101030000,2023,153,White - Non-Latino,16,10.457516339869281,White - Non-Latino,15.64589462,0.6683872411170108
13209,42101010500,2023,59,White - Non-Latino,1,1.694915254237288,White - Non-Latino,2.53603844,0.6683318468300852
72309,42101980100,2016,149,White - Non-Latino,82,55.033557046979865,White - Non-Latino,82.43243243,0.6676202002617511
62673,42101034802,2023,28,White - Non-Latino,12,42.857142857142854,White - Non-Latino,64.22855016,0.6672600074325398
7143,42101008200,2016,1621,Asian,7,0.431832202344232,Asian,0.64734442,0.6670826054918833
3785,42101006600,2023,379,White - Non-Latino,12,3.16622691292876,White - Non-Latino,4.74666667,0.6670421862440912
56689,42101032300,2017,317,White - Non-Latino,116,36.59305993690852,White - Non-Latino,54.88917862,0.6666716620090773
1503,42101005400,2018,81,Asian,3,3.7037037037037033,Asian,5.55555556,0.6666666661333333
15815,42101011900,2015,891,Asian,4,0.44893378226711567,Asian,0.67372474,0.666345995052988
18641,42101013700,2018,275,White - Non-Latino,30,10.909090909090908,White - Non-Latino,16.39310202,0.6654683717445021
29873,42101018300,2023,11,White - Non-Latino,7,63.63636363636363,White - Non-Latino,95.66427081,0.6652051293293461
60047,42101033800,2018,160,Asian,5,3.125,Asian,4.70198675,0.6646126767583938
20719,42101014600,2018,156,Asian,5,3.205128205128205,Asian,4.82629984,0.6640963701766621
8311,42101008500,2020,1202,Asian,11,0.9151414309484194,Asian,1.37810866,0.6640560773694139
60109,42101033800,2020,20,White - Non-Latino,10,50.0,White - Non-Latino,75.31456954,0.6638821718743904
68657,42101037300,2020,50,White - Non-Latino,27,54.0,White - Non-Latino,81.42884952,0.663155629955657
58581,42101033300,2017,188,White - Non-Latino,99,52.659574468085104,White - Non-Latino,79.42978322,0.6629701395788992
16657,42101012500,2016,1344,White - Non-Latino,587,43.67559523809524,White - Non-Latino,65.8925144,0.6628309093346003
15417,42101011500,2019,240,White - Non-Latino,13,5.416666666666667,White - Non-Latino,8.17375058,0.6626904765017514
59417,42101033600,2020,45,White - Non-Latino,21,46.666666666666664,White - Non-Latino,70.43402272,0.6625585883711778
19667,42101014200,2015,812,Asian,22,2.70935960591133,Asian,4.08963585,0.6624940961213772
41177,42101025800,2021,47,White - Non-Latino,1,2.127659574468085,White - Non-Latino,3.21237359,0.6623325447237552
66123,42101036202,2022,103,Asian,2,1.9417475728155338,Asian,2.93255132,0.6621359222506408
69685,42101037900,2016,335,White - Non-Latino,207,61.791044776119406,White - Non-Latino,93.43367827,0.6613358900155757
66847,42101036303,2016,323,Asian,4,1.238390092879257,Asian,1.87332739,0.6610644244513272
4529,42101007101,2015,1839,White - Non-Latino,58,3.1538879825992385,White - Non-Latino,4.77121627,0.6610238991742956
60351,42101034000,2016,42,Asian,2,4.761904761904762,Asian,7.20752089,0.660685530375863
60017,42101033800,2016,205,White - Non-Latino,102,49.75609756097561,White - Non-Latino,75.31456954,0.660643722255491
70527,42101038200,2022,332,Asian,2,0.6024096385542169,Asian,0.91220068,0.660391569269842
6475,42101008000,2016,1821,Asian,14,0.7688083470620538,Asian,1.16426221,0.6603395184166063
69661,42101037900,2015,543,White - Non-Latino,335,61.69429097605893,White - Non-Latino,93.43367827,0.6603003554861432
56057,42101031900,2019,299,White - Non-Latino,104,34.78260869565217,White - Non-Latino,52.68557634,0.6601922406843728
56717,42101032300,2018,345,White - Non-Latino,125,36.231884057971016,White - Non-Latino,54.88917862,0.6600915693930458
5715,42101007400,2023,106,Asian,1,0.9433962264150944,Asian,1.42923006,0.6600730370973965
63607,42101035302,2014,169,Asian,4,2.366863905325444,Asian,3.58583595,0.6600591712304753
8389,42101008500,2022,1913,White - Non-Latino,42,2.195504443282802,White - Non-Latino,3.32646919,0.6600104548940079
57249,42101032600,2019,823,White - Non-Latino,378,45.92952612393682,White - Non-Latino,69.590896,0.6599933146993368
11909,42101010000,2018,609,White - Non-Latino,41,6.732348111658457,White - Non-Latino,10.21530005,0.6590455570278092
19101,42101013900,2021,82,White - Non-Latino,6,7.317073170731707,White - Non-Latino,11.10520723,0.6588866843443594
43409,42101026900,2018,87,White - Non-Latino,11,12.643678160919542,White - Non-Latino,19.19054116,0.6588494850407618
62173,42101034702,2022,103,White - Non-Latino,55,53.398058252427184,White - Non-Latino,81.06120305,0.6587375494475489
55789,42101031800,2018,143,White - Non-Latino,26,18.181818181818183,White - Non-Latino,27.60766741,0.6585785720974165
60193,42101033900,2016,97,White - Non-Latino,49,50.51546391752577,White - Non-Latino,76.70998632,0.6585252630185291
6179,42101007800,2023,26,Asian,1,3.8461538461538463,Asian,5.84151305,0.6584174020040658
33341,42101020200,2021,701,White - Non-Latino,12,1.7118402282453637,White - Non-Latino,2.60165735,0.6579806630743913
61667,42101034600,2022,101,Asian,7,6.9306930693069315,Asian,10.53333333,0.6579771903322964
60041,42101033800,2017,208,White - Non-Latino,103,49.519230769230774,White - Non-Latino,75.31456954,0.6574986894525213
56449,42101032100,2017,283,White - Non-Latino,100,35.3356890459364,White - Non-Latino,53.75352293,0.657365082693314
53001,42101031000,2020,293,White - Non-Latino,72,24.573378839590443,White - Non-Latino,37.39452258,0.6571384562276298
54997,42101031502,2016,241,White - Non-Latino,117,48.54771784232365,White - Non-Latino,73.91737183,0.6567836036429551
51511,42101030501,2017,211,Asian,8,3.7914691943127963,Asian,5.77327471,0.6567276606023129
73130,42101980700,2018,462,Black - Non-Latino,182,39.39393939393939,Black - Non-Latino,60.0,0.6565656565656565
70953,42101038400,2018,116,White - Non-Latino,65,56.03448275862068,White - Non-Latino,85.3508412,0.6565193965378361
36765,42101021900,2017,99,White - Non-Latino,58,58.58585858585859,White - Non-Latino,89.24581006,0.6564550038424357
37095,42101023600,2014,105,Asian,1,0.9523809523809524,Asian,1.45093547,0.6563909781466384
545,42101001300,2014,84,White - Non-Latino,31,36.904761904761905,White - Non-Latino,56.25252934,0.6560551558793588
20871,42101014700,2015,1116,Asian,42,3.763440860215054,Asian,5.73749683,0.6559377672396995
44845,42101027500,2019,1203,White - Non-Latino,68,5.652535328345802,White - Non-Latino,8.62107374,0.655664885699702
64007,42101035500,2022,304,Asian,24,7.894736842105263,Asian,12.04339467,0.6555242154249905
18205,42101013500,2020,25,White - Non-Latino,8,32.0,White - Non-Latino,48.88268156,0.6546285714854305
46143,42101028000,2016,1904,Asian,7,0.3676470588235294,Asian,0.56179775,0.6544117679779412
35919,42101021500,2015,364,Asian,5,1.3736263736263736,Asian,2.10007778,0.6540835709553452
51801,42101030502,2018,923,White - Non-Latino,122,13.217768147345613,White - Non-Latino,20.20893989,0.654055493226845
505,42101001201,2014,25,White - Non-Latino,14,56.00000000000001,White - Non-Latino,85.70672313,0.6533909821176943
13853,42101010800,2019,1404,White - Non-Latino,64,4.5584045584045585,White - Non-Latino,6.97867627,0.6531904306838635
52457,42101030800,2017,225,White - Non-Latino,79,35.11111111111111,White - Non-Latino,53.75461633,0.6531738761851397
19622,42101014100,2023,31,Black - Non-Latino,15,48.38709677419355,Black - Non-Latino,74.1165234,0.6528516794163817
36519,42101021800,2014,87,Asian,3,3.4482758620689653,Asian,5.28293027,0.6527203059352449
53321,42101031101,2022,212,White - Non-Latino,30,14.150943396226415,White - Non-Latino,21.68231931,0.6526489714455928
71157,42101038600,2017,92,White - Non-Latino,49,53.2608695652174,White - Non-Latino,81.66666667,0.652173913016859
35069,42101021100,2014,139,White - Non-Latino,77,55.39568345323741,White - Non-Latino,85.00214869,0.6516974489111284
72661,42101980300,2014,617,White - Non-Latino,402,65.15397082658023,White - Non-Latino,100.0,0.6515397082658023
36789,42101021900,2018,86,White - Non-Latino,50,58.139534883720934,White - Non-Latino,89.24581006,0.6514539432678542
39403,42101024700,2017,5173,Asian,16,0.3092982795283201,Asian,0.47479087,0.6514410850577648
58521,42101033300,2014,203,White - Non-Latino,105,51.724137931034484,White - Non-Latino,79.42978322,0.6511932405477171
28091,42101017602,2017,6730,Asian,47,0.6983655274888559,Asian,1.07307103,0.650810158847412
38517,42101024300,2019,374,White - Non-Latino,24,6.417112299465241,White - Non-Latino,9.86455405,0.650522290915446
60899,42101034400,2019,276,Asian,22,7.971014492753622,Asian,12.25528583,0.6504144092046543
29245,42101017900,2019,1169,White - Non-Latino,316,27.03165098374679,White - Non-Latino,41.56502455,0.6503460848731002
38713,42101024400,2018,857,White - Non-Latino,26,3.0338389731621938,White - Non-Latino,4.66602748,0.6501974080020192
16161,42101012100,2015,204,White - Non-Latino,33,16.176470588235293,White - Non-Latino,24.89202984,0.6498654666659878
20927,42101014700,2017,1100,Asian,41,3.727272727272727,Asian,5.73749683,0.6496339497363569
58285,42101033102,2023,33,White - Non-Latino,18,54.54545454545454,White - Non-Latino,83.98069964,0.6494998824643579
51907,42101030600,2014,727,Asian,29,3.988995873452544,Asian,6.14195362,0.6494669481813091
72689,42101980300,2015,713,White - Non-Latino,463,64.93688639551192,White - Non-Latino,100.0,0.6493688639551192
62125,42101034702,2020,19,White - Non-Latino,10,52.63157894736842,White - Non-Latino,81.06120305,0.6492819865368186
69709,42101037900,2017,343,White - Non-Latino,208,60.64139941690962,White - Non-Latino,93.43367827,0.6490314899266956
36163,42101021600,2017,252,Asian,6,2.380952380952381,Asian,3.66922234,0.6488983660097253
13727,42101010800,2015,1210,Asian,10,0.8264462809917356,Asian,1.27388535,0.6487603307407025
29343,42101018001,2015,307,Asian,2,0.6514657980456027,Asian,1.00541377,0.6479579029891371
70865,42101038400,2014,85,White - Non-Latino,47,55.294117647058826,White - Non-Latino,85.3508412,0.64784502261073
70441,42101038200,2018,878,White - Non-Latino,313,35.64920273348519,White - Non-Latino,55.03610794,0.6477420745731096
59725,42101033701,2022,313,White - Non-Latino,153,48.881789137380196,White - Non-Latino,75.46801872,0.6477152834598782
50917,42101030100,2014,1007,White - Non-Latino,153,15.193644488579942,White - Non-Latino,23.46225933,0.6475780646219608
51963,42101030600,2016,453,Asian,18,3.9735099337748347,Asian,6.14195362,0.646945610405771
59815,42101033702,2017,126,Asian,10,7.936507936507936,Asian,12.2705314,0.6467941507820872
56695,42101032300,2018,345,Asian,5,1.4492753623188406,Asian,2.24250326,0.646275699201811
34403,42101020700,2017,371,Asian,8,2.15633423180593,Asian,3.33846944,0.6459050383896671
55767,42101031800,2018,143,Asian,6,4.195804195804196,Asian,6.49738611,0.6457680249826181
9585,42101008801,2023,12,White - Non-Latino,4,33.33333333333333,White - Non-Latino,51.6194332,0.6457516339666691
34789,42101020900,2019,98,White - Non-Latino,55,56.12244897959183,White - Non-Latino,86.97594502,0.6452640321032045
71339,42101038800,2015,131,Asian,2,1.5267175572519083,Asian,2.36686391,0.6450381666649808
18553,42101013700,2014,473,White - Non-Latino,50,10.570824524312897,White - Non-Latino,16.39310202,0.6448336935508742
8283,42101008500,2019,5178,Asian,46,0.8883738895326381,Asian,1.37810866,0.6446326877683491
72801,42101980300,2019,453,White - Non-Latino,292,64.45916114790286,White - Non-Latino,100.0,0.6445916114790287
4613,42101007101,2018,1919,White - Non-Latino,59,3.074517978113601,White - Non-Latino,4.77121627,0.6443887269259335
54969,42101031502,2015,189,White - Non-Latino,90,47.61904761904761,White - Non-Latino,73.91737183,0.6442199775252428
34675,42101020900,2015,154,Asian,3,1.948051948051948,Asian,3.02405498,0.6441853606947147
68303,42101037200,2016,664,Asian,65,9.789156626506024,Asian,15.19792648,0.6441113292256184
39201,42101024600,2018,2873,White - Non-Latino,122,4.246432300730944,White - Non-Latino,6.59675237,0.6437155834501854
57143,42101032600,2016,425,Asian,8,1.8823529411764703,Asian,2.92422933,0.6437090695538815
56643,42101032300,2016,485,Asian,7,1.443298969072165,Asian,2.24250326,0.6436106447721128
58189,42101033102,2019,298,White - Non-Latino,161,54.0268456375839,White - Non-Latino,83.98069964,0.643324548011397
52785,42101030900,2021,136,White - Non-Latino,22,16.176470588235293,White - Non-Latino,25.15660236,0.6430308177846992
29965,42101018400,2018,50,White - Non-Latino,30,60.0,White - Non-Latino,93.31858407,0.6429587482273936
50613,42101029900,2023,43,White - Non-Latino,5,11.627906976744185,White - Non-Latino,18.08510638,0.6429548564670475
43577,42101027000,2018,314,White - Non-Latino,23,7.32484076433121,White - Non-Latino,11.39294927,0.6429275326994596
43335,42101026900,2015,58,Asian,1,1.7241379310344827,Asian,2.68303774,0.6426066638311553
51081,42101030100,2020,272,White - Non-Latino,41,15.073529411764705,White - Non-Latino,23.46225933,0.6424585629096234
36413,42101021700,2018,286,White - Non-Latino,153,53.4965034965035,White - Non-Latino,83.33333333,0.6419580419837203
56375,42101032100,2015,430,Asian,6,1.3953488372093024,Asian,2.17781194,0.640711354171978
7747,42101008302,2019,5546,Asian,33,0.5950234403173459,Asian,0.92872069,0.6406914874668571
58309,42101033200,2014,183,White - Non-Latino,97,53.00546448087432,White - Non-Latino,82.7800073,0.640317224046371
20017,42101014300,2017,528,White - Non-Latino,279,52.84090909090909,White - Non-Latino,82.55733148,0.640051078973042
44289,42101027401,2016,471,White - Non-Latino,21,4.45859872611465,White - Non-Latino,6.97136245,0.6395591619418166
72469,42101980200,2015,153,White - Non-Latino,92,60.130718954248366,White - Non-Latino,94.04761905,0.6393646065859481
68373,42101037200,2018,414,White - Non-Latino,192,46.3768115942029,White - Non-Latino,72.54948162,0.6392438727145643
67407,42101036502,2016,56,Asian,1,1.7857142857142856,Asian,2.79617366,0.6386278188867159
53057,42101031000,2022,331,White - Non-Latino,79,23.867069486404834,White - Non-Latino,37.39452258,0.6382504131546218
13999,42101010900,2016,151,Asian,3,1.9867549668874174,Asian,3.11284047,0.6382450324823159
13875,42101010800,2021,492,Asian,4,0.8130081300813009,Asian,1.27388535,0.638211382273374
60615,42101034200,2014,74,Asian,2,2.7027027027027026,Asian,4.23654016,0.6379504502803304
60671,42101034200,2017,37,Asian,1,2.7027027027027026,Asian,4.23654016,0.6379504502803304
11575,42101009801,2017,167,Asian,2,1.1976047904191618,Asian,1.87728938,0.6379436240241032
72261,42101980100,2014,272,White - Non-Latino,143,52.57352941176471,White - Non-Latino,82.43243243,0.6377772420631784
71269,42101038700,2018,119,White - Non-Latino,61,51.26050420168067,White - Non-Latino,80.4088586,0.6374982196511451
55711,42101031800,2016,169,Asian,7,4.142011834319527,Asian,6.49738611,0.6374889477392514
34331,42101020700,2014,235,Asian,5,2.127659574468085,Asian,3.33846944,0.6373158756451235
7799,42101008302,2021,1183,Asian,7,0.591715976331361,Asian,0.92872069,0.6371301756304805
37253,42101023700,2015,212,White - Non-Latino,39,18.39622641509434,White - Non-Latino,28.88742882,0.6368246384862694
57423,42101032900,2017,220,Asian,5,2.272727272727273,Asian,3.57055515,0.6365193022511564
58143,42101033102,2018,167,Asian,2,1.1976047904191618,Asian,1.88178528,0.6364194699297264
64075,42101035601,2015,208,Asian,11,5.288461538461538,Asian,8.31035117,0.6363704048455437
61029,42101034501,2014,123,White - Non-Latino,54,43.90243902439025,White - Non-Latino,68.99109792,0.6363493312615229
62067,42101034702,2018,102,Asian,3,2.941176470588235,Asian,4.62306278,0.6361965239391006
56029,42101031900,2018,182,White - Non-Latino,61,33.51648351648351,White - Non-Latino,52.68557634,0.6361605176374827
58445,42101033200,2020,19,White - Non-Latino,10,52.63157894736842,White - Non-Latino,82.7800073,0.6358006077074654
41041,42101025700,2020,14,White - Non-Latino,5,35.714285714285715,White - Non-Latino,56.1940514,0.6355527822698634
51935,42101030600,2015,615,Asian,24,3.902439024390244,Asian,6.14195362,0.6353742255042043
1281,42101004201,2014,131,White - Non-Latino,66,50.38167938931297,White - Non-Latino,79.33398629,0.6350579587056947
24645,42101016600,2016,294,White - Non-Latino,26,8.843537414965986,White - Non-Latino,13.9261745,0.6350299154276708
20045,42101014300,2018,330,White - Non-Latino,173,52.42424242424243,White - Non-Latino,82.55733148,0.6350040812176991
20073,42101014300,2019,250,White - Non-Latino,131,52.400000000000006,White - Non-Latino,82.55733148,0.6347104377119337
19151,42101014000,2015,844,Asian,21,2.4881516587677726,Asian,3.92026578,0.634689533414179
2651,42101006200,2020,651,Asian,20,3.0721966205837172,Asian,4.84084881,0.634640068542797
68001,42101036700,2022,167,White - Non-Latino,75,44.91017964071856,White - Non-Latino,70.77104642,0.6345840836405504
72549,42101980200,2018,186,White - Non-Latino,111,59.67741935483871,White - Non-Latino,94.04761905,0.6345447121113346
55653,42101031700,2023,29,White - Non-Latino,9,31.03448275862069,White - Non-Latino,48.9249959,0.6343277538960548
51595,42101030501,2020,82,Asian,3,3.6585365853658534,Asian,5.77327471,0.6337021481116829
10469,42101009200,2020,87,White - Non-Latino,6,6.896551724137931,White - Non-Latino,10.88765603,0.6334285088668373
45479,42101027800,2018,3620,Asian,22,0.6077348066298343,Asian,0.95960723,0.6333162023277318
24721,42101016600,2019,681,White - Non-Latino,60,8.81057268722467,White - Non-Latino,13.9261745,0.632662809677178
60947,42101034400,2021,129,Asian,10,7.751937984496124,Asian,12.25528583,0.6325383260764081
55739,42101031800,2017,219,Asian,9,4.10958904109589,Asian,6.49738611,0.6324988189898245
34797,42101020900,2020,20,White - Non-Latino,11,55.00000000000001,White - Non-Latino,86.97594502,0.6323587514611406
54081,42101031300,2021,253,White - Non-Latino,43,16.99604743083004,White - Non-Latino,26.89704824,0.6318926626883292
55705,42101031800,2015,132,White - Non-Latino,23,17.424242424242426,White - Non-Latino,27.60766741,0.6311377982600243
15385,42101011500,2017,252,White - Non-Latino,13,5.158730158730158,White - Non-Latino,8.17375058,0.6311337871445251
70993,42101038400,2020,13,White - Non-Latino,7,53.84615384615385,White - Non-Latino,85.3508412,0.6308801775014473
69949,42101038000,2017,164,White - Non-Latino,71,43.292682926829265,White - Non-Latino,68.63157895,0.6307982941550737
71249,42101038700,2017,71,White - Non-Latino,36,50.70422535211267,White - Non-Latino,80.4088586,0.6305800907378216
58953,42101033400,2022,176,White - Non-Latino,67,38.06818181818182,White - Non-Latino,60.39290241,0.630341982237277
37911,42101024100,2014,1061,Asian,7,0.6597549481621112,Asian,1.04675506,0.6302858933990835
46439,42101028100,2018,1121,Asian,12,1.070472792149866,Asian,1.69963778,0.629824074721301
58115,42101033102,2017,422,Asian,5,1.1848341232227488,Asian,1.88178528,0.6296330063878217
22973,42101015800,2016,190,White - Non-Latino,106,55.78947368421052,White - Non-Latino,88.61717101,0.6295560222512063
15309,42101011500,2014,175,White - Non-Latino,9,5.142857142857142,White - Non-Latino,8.17375058,0.6291918370302342
51271,42101030200,2018,2085,Asian,30,1.4388489208633095,Asian,2.28727025,0.6290681745470652
4557,42101007101,2016,1234,White - Non-Latino,37,2.99837925445705,White - Non-Latino,4.77121627,0.6284307993561252
54637,42101031402,2022,162,White - Non-Latino,37,22.839506172839506,White - Non-Latino,36.3717605,0.6279461279538423
36993,42101023100,2017,73,White - Non-Latino,41,56.16438356164384,White - Non-Latino,89.46117274,0.6278073698505356
60237,42101033900,2018,54,White - Non-Latino,26,48.148148148148145,White - Non-Latino,76.70998632,0.6276646686820598
16435,42101012203,2018,21,Asian,3,14.285714285714285,Asian,22.76785714,0.6274509804708958
56199,42101032000,2017,225,Asian,4,1.7777777777777777,Asian,2.83376269,0.6273559123533304
62087,42101034702,2019,138,Asian,4,2.898550724637681,Asian,4.62306278,0.6269762844617225
68489,42101037200,2023,22,White - Non-Latino,10,45.45454545454545,White - Non-Latino,72.54948162,0.6265316366094451
36139,42101021600,2016,261,Asian,6,2.2988505747126435,Asian,3.66922234,0.626522560285252
72745,42101980300,2017,618,White - Non-Latino,387,62.62135922330098,White - Non-Latino,100.0,0.6262135922330098
24665,42101016600,2017,195,White - Non-Latino,17,8.717948717948717,White - Non-Latino,13.9261745,0.6260117391139051
70469,42101038200,2019,1060,White - Non-Latino,365,34.43396226415094,White - Non-Latino,55.03610794,0.6256612895245176
19301,42101014000,2020,125,White - Non-Latino,10,8.0,White - Non-Latino,12.79069767,0.6254545456706115
53367,42101031102,2015,540,Asian,26,4.814814814814815,Asian,7.7043673,0.6249461671972486
16113,42101012000,2022,13,White - Non-Latino,3,23.076923076923077,White - Non-Latino,36.97996918,0.6240384615951451
64457,42101035602,2022,26,White - Non-Latino,11,42.30769230769231,White - Non-Latino,67.87392867,0.6233275889095857
30043,42101018800,2015,2276,Asian,15,0.6590509666080844,Asian,1.05743812,0.6232525139230695
5597,42101007400,2018,709,White - Non-Latino,29,4.090267983074753,White - Non-Latino,6.56984786,0.6225818421120566
33503,42101020300,2018,1483,Asian,7,0.4720161834120027,Asian,0.75839653,0.6223870557688373
12631,42101010300,2019,2624,Asian,8,0.3048780487804878,Asian,0.48999592,0.62220528036333
16685,42101012500,2017,1364,White - Non-Latino,559,40.98240469208211,White - Non-Latino,65.8925144,0.6219584282866905
4671,42101007101,2021,1430,Asian,8,0.5594405594405595,Asian,0.89949159,0.6219519622641047
68677,42101037300,2021,81,White - Non-Latino,41,50.617283950617285,White - Non-Latino,81.42884952,0.6216136449058514
10739,42101009300,2022,503,Asian,2,0.3976143141153081,Asian,0.63965885,0.6216037097201237
70233,42101038100,2020,37,White - Non-Latino,12,32.432432432432435,White - Non-Latino,52.22088836,0.6210624416967011
43083,42101026700,2022,441,Asian,1,0.22675736961451248,Asian,0.36557502,0.6202758865048069
18129,42101013500,2016,188,White - Non-Latino,57,30.319148936170215,White - Non-Latino,48.88268156,0.6202431611480975
40541,42101025400,2018,373,White - Non-Latino,18,4.825737265415549,White - Non-Latino,7.78061224,0.6202259046667964
60265,42101033900,2019,82,White - Non-Latino,39,47.5609756097561,White - Non-Latino,76.70998632,0.6200102215030104
56989,42101032500,2019,791,White - Non-Latino,319,40.32869785082174,White - Non-Latino,65.05376344,0.6199287438307465
55257,42101031600,2017,420,White - Non-Latino,188,44.761904761904766,White - Non-Latino,72.22497932,0.6197565604495734
51129,42101030100,2022,454,White - Non-Latino,66,14.537444933920703,White - Non-Latino,23.46225933,0.6196097626170388
36481,42101021700,2021,62,White - Non-Latino,32,51.61290322580645,White - Non-Latino,83.33333333,0.6193548387344515
67865,42101036700,2017,646,White - Non-Latino,283,43.808049535603715,White - Non-Latino,70.77104642,0.6190109056127153
67837,42101036700,2016,468,White - Non-Latino,205,43.8034188034188,White - Non-Latino,70.77104642,0.6189454730323146
56269,42101032000,2019,380,White - Non-Latino,150,39.473684210526315,White - Non-Latino,63.78239127,0.6188805942290334
62791,42101034803,2019,182,Asian,3,1.6483516483516485,Asian,2.66514806,0.6184840809000489
62723,42101034803,2016,182,Asian,3,1.6483516483516485,Asian,2.66514806,0.6184840809000489
20843,42101014700,2014,1071,Asian,38,3.5480859010270773,Asian,5.73749683,0.6184031130919295
34137,42101020500,2023,97,White - Non-Latino,2,2.0618556701030926,White - Non-Latino,3.33451579,0.6183373538930198
62043,42101034702,2017,140,Asian,4,2.857142857142857,Asian,4.62306278,0.6180194803979836
20109,42101014300,2021,51,White - Non-Latino,26,50.98039215686274,White - Non-Latino,82.55733148,0.6175150194772592
55565,42101031700,2019,480,White - Non-Latino,145,30.208333333333332,White - Non-Latino,48.9249959,0.6174417141511367
14021,42101010900,2016,151,White - Non-Latino,16,10.596026490066226,White - Non-Latino,17.16385646,0.6173453218255488
23133,42101016000,2015,1161,White - Non-Latino,623,53.66063738156761,White - Non-Latino,86.94658669,0.6171678432057331
18687,42101013700,2021,100,Asian,1,1.0,Asian,1.62061085,0.6170512803860346
43919,42101027200,2019,73,Asian,3,4.10958904109589,Asian,6.66199158,0.6168709449338406
19853,42101014200,2021,103,White - Non-Latino,47,45.63106796116505,White - Non-Latino,73.97759104,0.6168228421562435
70847,42101038400,2014,85,Asian,2,2.3529411764705883,Asian,3.81616742,0.616571789837928
4739,42101007102,2014,1261,Asian,3,0.23790642347343377,Asian,0.38586515,0.6165532789717697
13423,42101010600,2022,342,Asian,5,1.461988304093567,Asian,2.37127371,0.6165413540951235
2341,42101006100,2017,332,White - Non-Latino,27,8.132530120481928,White - Non-Latino,13.19244316,0.6164536789622164
57897,42101033101,2017,335,White - Non-Latino,179,53.43283582089552,White - Non-Latino,86.68837777,0.6163783103966085
63605,42101035301,2023,15,White - Non-Latino,8,53.333333333333336,White - Non-Latino,86.54716981,0.6162342853084376
36513,42101021700,2023,37,White - Non-Latino,19,51.35135135135135,White - Non-Latino,83.33333333,0.6162162162408648
38475,42101024300,2018,385,Asian,2,0.5194805194805194,Asian,0.8433427,0.6159779642137406
16601,42101012500,2014,1467,White - Non-Latino,595,40.55896387184731,White - Non-Latino,65.8925144,0.615532192710608
13835,42101010800,2019,1404,Asian,11,0.7834757834757835,Asian,1.27388535,0.6150284901822471
29865,42101018300,2022,34,White - Non-Latino,20,58.82352941176471,White - Non-Latino,95.66427081,0.6148954976993956
51717,42101030502,2015,1006,White - Non-Latino,125,12.42544731610338,White - Non-Latino,20.20893989,0.61484904125287
68787,42101037500,2018,100,Asian,3,3.0,Asian,4.87934235,0.6148369564599213
3761,42101006600,2022,2673,White - Non-Latino,78,2.9180695847362514,White - Non-Latino,4.74666667,0.6147618502851921
45903,42101027902,2016,1376,Asian,12,0.872093023255814,Asian,1.42008779,0.6141120495485803
55021,42101031502,2017,183,White - Non-Latino,83,45.3551912568306,White - Non-Latino,73.91737183,0.6135931261346985
36457,42101021700,2020,45,White - Non-Latino,23,51.11111111111111,White - Non-Latino,83.33333333,0.6133333333578666
29285,42101017900,2021,361,White - Non-Latino,92,25.48476454293629,White - Non-Latino,41.56502455,0.6131300250353465
617,42101001600,2014,215,White - Non-Latino,108,50.23255813953489,White - Non-Latino,81.97992701,0.6127421671576686
72497,42101980200,2016,184,White - Non-Latino,106,57.608695652173914,White - Non-Latino,94.04761905,0.6125481562860885
51689,42101030502,2014,1083,White - Non-Latino,134,12.3730378578024,White - Non-Latino,20.20893989,0.6122556613632641
55885,42101031800,2022,71,White - Non-Latino,12,16.901408450704224,White - Non-Latino,27.60766741,0.6121997994144998
57009,42101032500,2020,103,White - Non-Latino,41,39.80582524271845,White - Non-Latino,65.05376344,0.6118911979540111
56525,42101032100,2020,149,White - Non-Latino,49,32.88590604026846,White - Non-Latino,53.75352293,0.6117907115240392
72773,42101980300,2018,376,White - Non-Latino,230,61.170212765957444,White - Non-Latino,100.0,0.6117021276595744
57713,42101033000,2019,1159,White - Non-Latino,455,39.25798101811907,White - Non-Latino,64.26422498,0.6108839098322083
73106,42101980700,2017,663,Black - Non-Latino,243,36.65158371040724,Black - Non-Latino,60.0,0.6108597285067873
19881,42101014200,2022,135,White - Non-Latino,61,45.18518518518518,White - Non-Latino,73.97759104,0.6107955740374591
59473,42101033600,2022,93,White - Non-Latino,40,43.01075268817204,White - Non-Latino,70.43402272,0.6106530768397952
53593,42101031102,2023,16,White - Non-Latino,2,12.5,White - Non-Latino,20.47032475,0.6106400437052177
57729,42101033000,2020,79,White - Non-Latino,31,39.24050632911392,White - Non-Latino,64.26422498,0.6106119904398779
36671,42101021800,2022,31,Asian,1,3.225806451612903,Asian,5.28293027,0.6106093184555517
1805,42101005500,2023,13,White - Non-Latino,1,7.6923076923076925,White - Non-Latino,12.59982254,0.610509208989835
22655,42101015600,2022,124,Asian,1,0.8064516129032258,Asian,1.32107984,0.6104488074719434
28007,42101017602,2014,3819,Asian,25,0.6546216286986122,Asian,1.07307103,0.6100450113713463
5603,42101007400,2019,1148,Asian,10,0.8710801393728222,Asian,1.42923006,0.6094751039401047
59323,42101033600,2017,225,Asian,11,4.888888888888889,Asian,8.02505098,0.6092034681241227
68149,42101036900,2018,161,White - Non-Latino,47,29.19254658385093,White - Non-Latino,47.93281654,0.6090304866497822
35201,42101021100,2021,29,White - Non-Latino,15,51.724137931034484,White - Non-Latino,85.00214869,0.6085038875860738
